id	name	type	time_limit	score	passed_minimum	level	price	number_of_questions	quiz_session_number_of_user	quiz_session_avg_user_score
2271	Lesson 6. U3. Let's go 2	2	1800	10	5	1	0	20	11	6.363636364
2274	Lesson 2. Let's go 3	2	1800	10	5	1	0	20	17	7.970588235
2272	Lesson 7 Let's go 2	2	1800	10	5	1	0	20	12	7.583333333
2273	Lesson 16. U7. Let's go 2	2	1800	10	5	1	0	20	5	5.6
2275	Lesson 18. Let's go 3	2	1800	10	5	1	0	20	5	3.9
2276	Lesson 17. Let's go 3	2	1800	10	5	1	0	20	4	6.125
2277	Lesson 19. Let's go 3	2	1800	10	5	1	0	20	5	4.1
2278	Lesson 20. Let's go 3	2	1800	10	5	1	0	20	5	3.8
2279	Lesson 3. Let's go 4	2	1800	10	5	1	0	20	9	3.111111111
2280	Lesson 5. Let's go 4	2	1800	10	5	1	0	20	11	2.954545455
2281	Lesson 9. Let's go 4	2	1800	10	5	1	0	20	6	3.666666667
2282	Lesson 2. Let's go 5. U1. Food	2	1800	10	5	1	0	20	10	5.45
2283	Lesson 5. Let's go 5. U1-2. Review	2	1800	10	5	1	0	20	11	5.136363636
2284	Lesson 10. Let's go 5. U3-4. Review. Activities	2	1800	10	5	1	0	20	6	5.833333333
2285	Lesson 12. U5. The Future	2	1800	10	5	1	0	20	5	5
2286	Lesson 15. U5-6. Reviews.	2	1800	10	5	1	0	20	6	5.416666667
2287	Lesson 16. U7. The five senses.	2	1800	10	5	1	0	20	6	5.416666667
2288	Lesson 17. U7. The five senses.	2	1800	10	5	1	0	20	10	5.1
2289	Lesson 18. U8. New experiences.	2	1800	10	5	1	0	20	7	6.357142857
2290	Lesson 19. U8. New experiences.	2	1800	10	5	1	0	20	8	4.1875
2291	Lesson 8. Let's go 6. U4. Around town.	2	1800	10	5	1	0	20	10	7.3
2292	Lesson 9. Let's go 6. U4. Around town.	2	1800	10	5	1	0	20	11	5
2293	Lesson 10. Let's go 6. U3-4. Review	2	1800	10	5	1	0	20	7	4.571428571
2294	Lesson 11. Let's go 6.U5. Explore the World	2	1800	10	5	1	0	20	7	5.428571429
2295	Lesson 14. Let's go 6.U6. Doing things	2	1800	10	5	1	0	20	13	6
2296	Lesson 17. Let's go 6. U7. About me	2	1800	10	5	1	0	20	6	3.333333333
2297	Lesson 3. Family and Friends Starter	2	1800	10	5	1	0	20	0	0
2298	Lesson 6.  Family and Friends 1	2	1800	10	5	1	0	20	0	0
2299	Lesson 28. Family and Friends 1	2	1800	10	5	1	0	20	0	0
2300	Lesson 32 .U1. Family and Friends 1	2	1800	10	5	1	0	20	0	0
2301	Lesson 36. Family and Friends 1	2	1800	10	5	1	0	20	0	0
2302	Lesson 26. U13. Family and Friends 2	2	1800	10	5	1	0	20	2	3.25
2303	Lesson 1. Cambridge fun for movers	2	1800	10	5	1	0	20	20	3.2
2304	Lesson 21. Cambridge fun for movers	2	1800	10	5	1	0	20	3	3.666666667
2305	Lesson 33. Cambridge fun for movers	2	1800	10	5	1	0	20	2	6
2306	Lesson 7. Cambridge Fun for Flyers	2	1800	10	5	1	0	20	0	0
2307	Lesson 10. Cambridge Fun for Flyers	2	1800	10	5	1	0	20	0	0
2308	Lesson 47. Cambridge Fun for Flyers	2	1800	10	5	1	0	20	1	8
2310	Lesson 22. Cambridge Prepare level 1	2	1800	10	5	1	0	20	1	0
2312	Lesson 48. Cambridge Prepare 1	2	1800	10	5	1	0	20	0	0
2313	Lesson 1. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	6
2314	Lesson 2. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2315	Lesson 3'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2316	Lesson 4'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	1	7
2317	Lesson 5'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	2	7.25
2318	Lesson 6'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2319	Lesson 8'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2320	Lesson 9'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2321	Lesson 10. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2322	Lesson 11'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2323	Lesson 12'. Cambridge Prepare level 4	2	1800	10	5	1	0	20	0	0
2324	Lesson 20'. Prepare 5	2	1800	10	5	1	0	20	0	0
2325	Lesson 21 Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2326	Lesson 27' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2327	Lesson 28' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2328	Lesson 29' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2329	Lesson 30 Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2330	Lesson 31' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2331	Lesson 32' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2332	Lesson 33' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2333	Lesson 34' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2334	Lesson 35' Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2335	Lesson 37' Cambirdge Prepare level 6	2	1800	10	5	1	0	20	1	2.5
2336	Lesson 40 Cambridge Prepare level 6	2	1800	10	5	1	0	20	0	0
2337	Lesson 1: Can you say that again?	2	1800	10	5	1	0	1	0	0
2338	Lesson 1: Can you say that again?	2	1800	10	5	1	0	20	17	8.588235294
2339	Lesson 2: Speak Now 1	2	1800	10	5	1	0	20	11	8.818181818
2340	Lesson 3: Speak Now 1	2	1800	10	5	1	0	20	3	7.333333333
2341	Lesson 4: Speak Now 1	2	1800	10	5	1	0	20	5	6
2342	Lesson 5: Speak Now 1	2	1800	10	5	1	0	20	3	5.5
2343	Lesson 6: Speak Now 1	2	1800	10	5	1	0	20	3	7
2344	Lesson 7: Speak now 1	2	1800	10	5	1	0	20	3	8.333333333
2345	Lesson 8: Speak Now 1	2	1800	10	5	1	0	20	2	6
2346	Lesson 9: Speak Now 1	2	1800	10	5	1	0	20	3	9.833333333
2347	Lesson 10: Speak Now 1	2	1800	10	5	1	0	20	2	8.25
2348	Lesson 11: Speak Now 1	2	1800	10	5	1	0	20	2	6.25
2349	Lesson 12: Speak Now 1	2	1800	10	5	1	0	20	2	5.75
2350	Lesson 13: Speak Now 1	2	1800	10	5	1	0	20	2	3.5
2351	Lesson 14: Speak Now 1	2	1800	10	5	1	0	20	1	7.5
2352	Lesson 15: Speak Now 1	2	1800	10	5	1	0	20	2	10
2353	Lesson 17: Speak Now 1	2	1800	10	5	1	0	20	2	4.5
2354	Lesson 16: Speak Now 1	2	1800	10	5	1	0	20	2	8
2355	Lesson 1. Speak Now 3	2	1800	10	5	1	0	20	5	5.9
2356	Lesson 2. Speak Now 3	2	1800	10	5	1	0	20	6	1.833333333
2357	Lesson 3. Speak Now 3	2	1800	10	5	1	0	20	3	4
2358	Lesson 4. Speak Now 3	2	1800	10	5	1	0	20	2	6.5
2359	Lesson 5. Speak Now 3	2	1800	10	5	1	0	20	2	5.25
2360	Lesson 6. Speak Now 3	2	1800	10	5	1	0	20	2	6.5
2361	Lesson 7. Speak Now 3	2	1800	10	5	1	0	20	2	8.5
2362	Lesson 8. Speak Now 3	2	1800	10	5	1	0	20	3	4.5
2363	Lesson 9. Speak Now 3	2	1800	10	5	1	0	20	1	6.5
2364	Lesson 10. Speak Now 3	2	1800	10	5	1	0	20	2	6
2365	Lesson 11. Speak Now 3	2	1800	10	5	1	0	20	1	8
2366	Lesson 12. Speak Now 3	2	1800	10	5	1	0	20	1	8
2367	Lesson 13. Speak Now 3	2	1800	10	5	1	0	20	1	5.5
2368	Lesson 14. Speak Now 3	2	1800	10	5	1	0	20	0	0
2369	Lesson 15. Speak Now 3	2	1800	10	5	1	0	20	2	5.25
2370	Lesson 16. Speak Now 3	2	1800	10	5	1	0	20	1	5.5
2371	Lesson 17. Speak Now 3	2	1800	10	5	1	0	20	0	0
2376	Lesson 2. Solutions Elementary	2	1800	10	5	1	0	20	0	0
2375	Lesson 1. Solutions Elementary	2	1800	10	5	1	0	20	0	0
2374	Lesson 0. Solutions Elementary	2	1800	10	5	1	0	20	0	0
2377	Lesson 2. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2378	Lesson 2. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2379	Lesson 1. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2380	Lesson 1. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2381	Lesson 1. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2382	Lesson 1. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2383	Lesson 2. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2384	Lesson 4. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2385	Lesson 2. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2386	Lesson 2. DC - Intermediate	2	1800	10	5	1	0	4	0	0
2387	Lesson 4. DC - Intermediate	2	1800	10	5	1	0	1	0	0
2417	Lesson 14: American Headway 2	2	1800	10	5	1	0	20	0	0
2416	Lesson 13: American Headway 2	2	1800	10	5	1	0	20	0	0
2415	Lesson 12: American Headway 2	2	1800	10	5	1	0	20	0	0
2414	Lesson 11: American Headway 2	2	1800	10	5	1	0	20	0	0
2413	Lesson 10: American Headway 2	2	1800	10	5	1	0	20	0	0
2412	Lesson 9: American Headway 2	2	1800	10	5	1	0	20	0	0
2411	Lesson 8: American Headway 2	2	1800	10	5	1	0	20	0	0
2410	Lesson 7: American Headway 2	2	1800	10	5	1	0	20	0	0
2409	Lesson 6: American Headway 2	2	1800	10	5	1	0	20	0	0
2408	Lesson 5: American Headway 2	2	1800	10	5	1	0	20	0	0
2407	Lesson 4: American Headway 2	2	1800	10	5	1	0	20	0	0
2406	Lesson 3: American Headway 2	2	1800	10	5	1	0	20	0	0
2405	Lesson 2: American Headway 2	2	1800	10	5	1	0	20	0	0
2404	Lesson 1: American Headway 2	2	1800	10	5	1	0	20	0	0
2403	Lesson1. American Headway 1	2	1800	10	5	1	0	20	0	0
2418	Lesson 1. American Headway 3	2	1800	10	5	1	0	20	0	0
2419	Lesson 2. American Headway 3	2	1800	10	5	1	0	20	0	0
2420	Lesson 3. American Headway 3	2	1800	10	5	1	0	20	0	0
2421	Lesson 4. American Headway 3	2	1800	10	5	1	0	20	0	0
2422	Lesson 5. American Headway 3	2	1800	10	5	1	0	20	0	0
2423	Lesson 6. American Headway 3	2	1800	10	5	1	0	20	0	0
2430	Lesson 7. American Headway 3	2	1800	10	5	1	0	20	0	0
2425	Lesson 8. American Headway 3	2	1800	10	5	1	0	20	0	0
2426	Lesson 9. American Headway 3	2	1800	10	5	1	0	20	0	0
2427	Lesson 10. American Headway 3	2	1800	10	5	1	0	20	0	0
2428	Lesson 11. American Headway 3	2	1800	10	5	1	0	20	0	0
2429	Lesson 12. American Headway 3	2	1800	10	5	1	0	20	0	0
2431	Lesson 1. U1. Let's go begin workbook	2	1800	10	5	1	0	20	3	9.833333333
2433	Lesson 17. U7. Family and Friends 4	2	1800	10	5	1	0	20	11	6.5
2434	Lesson 8. U. Family and Friends 5	2	1800	10	5	1	0	20	2	4
2435	Lesson 17. U8. Family and Friends 5	2	1800	10	5	1	0	20	1	2.5
2437	Lesson 2. U1. Side by side 3	2	1800	10	5	1	0	20	5	7.8
2438	Lesson 3. U1. Side by side 3	2	1800	10	5	1	0	20	7	5.214285714
2439	Lesson 7. U3. Side by side 3	2	1800	10	5	1	0	20	6	4.75
2440	Lesson 15. U5. Side by side 3	2	1800	10	5	1	0	20	6	4.166666667
2441	Lesson 28. U8. Side by side 3	2	1800	10	5	1	0	20	5	4.1
2442	Lesson 35. U10. Side by side 3	2	1800	10	5	1	0	20	3	9
2443	Lesson 37. U10. Side by side 3	2	1800	10	5	1	0	20	4	5.875
2444	Lesson 4. U2. Side by side 3	2	1800	10	5	1	0	20	5	8.3
2445	Lesson 5. U2. Side by side 3	2	1800	10	5	1	0	20	10	5.55
2446	Lesson 6. U2. Side by side 3	2	1800	10	5	1	0	20	6	5.666666667
2452	Lesson 6. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2460	Lesson 12.Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2454	Lesson 7. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2455	Lesson 8. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2456	Lesson 9. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2459	Lesson 11. Grammar Friends	2	1800	10	5	1	0	20	0	0
2458	Lesson 10. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2461	Lesson 13. Grammar Friends	2	1800	10	5	1	0	20	0	0
2462	Lesson 14. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2463	Lesson 15. Grammar Friends 3	2	1800	10	5	1	0	20	1	9
2464	Lesson 16.Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2465	Lesson 17.Grammar Friends 3	2	1800	10	5	1	0	20	1	10
2466	Lesson 18.Grammar Friends 3	2	1800	10	5	1	0	20	2	5
2467	Lesson 19. Grammar Friends 3	2	1800	10	5	1	0	20	1	9.5
2468	Lesson 21. Grammar Friends 3	2	1800	10	5	1	0	20	0	0
2478	Lesson 15. Cambridge fun for movers	2	1800	10	5	1	0	20	4	5.25
2477	Lesson 14. Cambridge fun for movers	2	1800	10	5	1	0	20	6	5.416666667
2476	Lesson 13. Cambridge fun for movers	2	1800	10	5	1	0	20	6	4.75
2475	Lesson 12. Cambridge fun for movers	2	1800	10	5	1	0	20	6	4.5
2474	Lesson 11. Cambridge fun for movers	2	1800	10	5	1	0	20	7	4.5
2479	Lesson 16. Cambridge fun for movers	2	1800	10	5	1	0	20	6	3.5
2480	Lesson 17. Cambridge fun for movers	2	1800	10	5	1	0	20	6	2.75
2481	Lesson 18. Cambridge fun for movers	2	1800	10	5	1	0	20	6	4.416666667
2482	Lesson 19. Cambridge fun for movers	2	1800	10	5	1	0	20	6	4.25
2483	Lesson 20. Cambridge fun for movers	2	1800	10	5	1	0	20	5	4.1
2484	Lesson 11. Cambridge fun for starters	2	1800	10	5	1	0	20	0	0
2485	Lesson 12. Cambridge fun for starters	2	1800	10	5	1	0	20	3	0
2486	Lesson 13. Cambridge fun for starters	2	1800	10	5	1	0	20	2	1.5
2487	Lesson 14. Cambridge fun for starters	2	1800	10	5	1	0	20	2	0
2488	Lesson 15. Cambridge fun for starters	2	1800	10	5	1	0	20	2	5.25
2489	Unit Starter. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2490	Unit1. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2493	Unit 2.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2492	Unit 2.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2494	Unit 3.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2495	Review 1.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2496	Unit 4.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2497	Unit 5.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2498	Unit 6.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2499	Unit 7.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2500	Unit 8.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2501	Unit 9.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2502	Review 3.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2503	Unit 10. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2504	Unit 11. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2505	Unit 12. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2506	Review 4. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2507	Unit 13. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2508	Unit 14. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2509	Unit 15. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2510	Review 5. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2511	Unit 7.Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2512	Unit 1. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2513	Unit 2. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2514	Unit 3. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2515	Review 1. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2516	Unit Starter. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2517	Unit 4. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2518	Unit 5. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2519	Unit 6. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2520	Review2. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2521	Unit 7. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2522	Unit 8. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2523	Unit 9. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2524	Unit 10. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2525	Unit 11. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2526	Unit 12. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2527	Review 4. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2528	Unit 13. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2529	Unit 14. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2530	Unit 15. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2531	Review 5. Grammar Friends 1	2	1800	10	5	1	0	15	0	0
2532	Starter. After school-GF4	2	1800	10	5	1	0	20	1	9.5
2533	Unit 1. We're having ice cream!-GF4	2	1800	10	5	1	0	20	3	6
2534	2. A school play-GF4	2	1800	10	5	1	0	20	1	10
2535	3. We saw a shark-GF4	2	1800	10	5	1	0	20	1	10
2536	Review 1-GF4	2	1800	10	5	1	0	20	0	0
2537	4. Our camping trip-GF4	2	1800	10	5	1	0	20	0	0
2538	5. We have to hurry!-GF4	2	1800	10	5	1	0	20	0	0
2539	6. The best holiday!-GF4	2	1800	10	5	1	0	20	0	0
2540	Review 2-GF4	2	1800	10	5	1	0	20	0	0
2541	7. Will we be famous?-GF4	2	1800	10	5	1	0	20	0	0
2542	8. Lots of fun!-GF4	2	1800	10	5	1	0	20	0	0
2543	9. A football match-GF4	2	1800	10	5	1	0	20	0	0
2544	Review 3-GF4	2	1800	10	5	1	0	20	0	0
2545	10. I've done my homework-GF4	2	1800	10	5	1	0	20	0	0
2546	11. A special adventure-GF4	2	1800	10	5	1	0	20	0	0
2547	12. We should play outside-GF4	2	1800	10	5	1	0	20	0	0
2548	13. Helping others-GF4	2	1800	10	5	1	0	20	0	0
2549	14. Happy memories-GF4	2	1800	10	5	1	0	20	0	0
2550	15. We were having fun!-GF4	2	1800	10	5	1	0	20	0	0
2551	Review 4-GF4	2	1800	10	5	1	0	20	0	0
2552	My best friends_Lesson 1_GF5	2	1800	10	5	1	0	20	0	0
2553	Making things_Lesson 2_GF5	2	1800	10	5	1	0	20	0	0
2554	Making things_Lesson 3_GF5	2	1800	10	5	1	0	20	0	0
2555	On the stage_Lesson 4_GF5	2	1800	10	5	1	0	20	0	0
2556	On the stage_Lesson 5_GF5	2	1800	10	5	1	0	20	0	0
2557	Carnival_Lesson 6_GF5	2	1800	10	5	1	0	20	0	0
2558	Carnival_ Leson 7_GF5	2	1800	10	5	1	0	20	0	0
2559	Review 1_Lesson 8_GF5	2	1800	10	5	1	0	20	0	0
2560	The world around us_Lesson 9_GF5	2	1800	10	5	1	0	15	0	0
2561	The world around us_Lesson 10_GF5	2	1800	10	5	1	0	15	0	0
2562	The environment_Lesson 11_GF5	2	1800	10	5	1	0	15	0	0
2563	The environment_Lesson 12 _GF5	2	1800	10	5	1	0	15	0	0
2564	Day trip_Lesson 13_GF5	2	1800	10	5	1	0	15	0	0
2565	Day trip_Lesson 14_GF5	2	1800	10	5	1	0	15	0	0
2566	Review 2_Lesson 15_GF5	2	1800	10	5	1	0	15	0	0
2567	First aid_Lesson 16_GF5	2	1800	10	5	1	0	15	0	0
2568	First aid_Lesson 17_GF5	2	1800	10	5	1	0	15	0	0
2569	Our favourite food_Lesson 18_GF5	2	1800	10	5	1	0	15	0	0
2571	Our favourite food _Lesson 19_GF5	2	1800	10	5	1	0	15	0	0
2572	Possibilities_ Lesson 20_GF5	2	1800	10	5	1	0	15	0	0
2573	Possibilities_ Lesson 21_GF5	2	1800	10	5	1	0	15	0	0
2574	Review 3_Lesson 22_GF5	2	1800	10	5	1	0	15	0	0
2575	Possibilities_ Lesson 20_GF5	2	1800	10	5	1	0	15	0	0
2576	Life in the past_Lesson 23_GF5	2	1800	10	5	1	0	15	0	0
2577	Life in the past_Lesson 24_GF5	2	1800	10	5	1	0	15	0	0
2578	Making a film_Lesson 25_GF5	2	1800	10	5	1	0	15	0	0
2579	Making a film_Lesson 26_GF5	2	1800	10	5	1	0	15	0	0
2580	Famous inventions_Lesson 27_GF5	2	1800	10	5	1	0	15	0	0
2582	Review 4_Lesson 29_GF5	2	1800	10	5	1	0	15	0	0
2583	Famous inventions_ Lesson 28_GF5	2	1800	10	5	1	0	15	0	0
2586	After the holidays_Lesson 1_GF6	2	1800	10	5	1	0	15	0	0
2585	Review 5-GF4	2	1800	10	5	1	0	20	0	0
2587	First prize_Lesson 2_GF6	2	1800	10	5	1	0	15	0	0
2588	First prize_Lesson 3_GF6	2	1800	10	5	1	0	15	0	0
2589	Will we have any homework_Lesson 4_GF6	2	1800	10	5	1	0	15	0	0
2590	Will we have any homework_Lesson 5_GF6	2	1800	10	5	1	0	15	0	0
2591	Lesson 6_GF6	2	1800	10	5	1	0	15	0	0
2592	Lesson 7_GF6	2	1800	10	5	1	0	15	0	0
2593	Review 1_Lesson 8_GF6	2	1800	10	5	1	0	15	0	0
2594	Making a Model_Lesson 9_GF6	2	1800	10	5	1	0	15	0	0
2595	Making a model_Lesson 10_GF6	2	1800	10	5	1	0	15	0	0
2596	Making things_ Lesson 11_GF6	2	1800	10	5	1	0	15	0	0
2597	Making things_Lesson 12_GF6	2	1800	10	5	1	0	15	0	0
2598	Making things_Lesson 12_GF6	2	1800	10	5	1	0	15	0	0
2599	Good ideas_Lesson 13_GF6	2	1800	10	5	1	0	15	0	0
2600	Good ideas_Lesson 14_GF6	2	1800	10	5	1	0	15	0	0
2601	Review 2_Lesson 15_GF6	2	1800	10	5	1	0	15	0	0
2602	Discovery_Lesson 16_GF6	2	1800	10	5	1	0	15	0	0
2603	Discovery_Lesson 17_GF6	2	1800	10	5	1	0	15	0	0
2604	A special place _Lesson 18_GF6	2	1800	10	5	1	0	15	0	0
2605	A special place_Lesson 19_GF6	2	1800	10	5	1	0	15	0	0
2606	Active living_Lesson 20_GF6	2	1800	10	5	1	0	15	0	0
2607	Active living_Lesson 21_GF6	2	1800	10	5	1	0	12	0	0
2608	Active living_Lesson 20_GF6	2	1800	10	5	1	0	15	0	0
2609	Active living_Lesson 20_GF6	2	1800	10	5	1	0	15	0	0
2610	Active living_Lesson 21_GF6	2	1800	10	5	1	0	12	0	0
2611	Active living_Lesson 21_GF6	2	1800	10	5	1	0	15	0	0
2612	Review 3_Lesson 22_GF6	2	1800	10	5	1	0	15	0	0
2613	Travel_Lesson 23_GF6	2	1800	10	5	1	0	15	0	0
2614	Travel_Lesson 24_GF6	2	1800	10	5	1	0	15	0	0
2615	Journey to space_Lesson 25_GF6	2	1800	10	5	1	0	15	0	0
2616	Journey to space_Lesson 26_GF6	2	1800	10	5	1	0	15	0	0
2617	Going places_Lesson 27_GF6	2	1800	10	5	1	0	15	0	0
2618	Going places_Lesson 28_GF6	2	1800	10	5	1	0	15	0	0
2619	Review 4_Lesson 29_GF6	2	1800	10	5	1	0	15	0	0
2620	Unit1. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2621	Unit1. Grammar Friends 2	2	1800	10	5	1	0	15	0	0
2622	Lesson 8. Side by Side 3	2	1800	10	5	1	0	15	4	8.666666667
2623	Lesson 9. Side by Side 3	2	1800	10	5	1	0	1	0	0
2624	Lesson 10. Side by Side 3	2	1800	10	5	1	0	20	7	1.5
2625	Lesson 11. Side by Side 3	2	1800	10	5	1	0	15	3	8.444444444
2626	Lesson 9. Side by Side 3	2	1800	10	5	1	0	1	0	0
2627	Lesson 9. Side by Side 3	2	1800	10	5	1	0	20	3	7.166666667
2629	unit1_round up starter	2	1800	10	5	1	0	20	0	0
2630	unit 2 - round up starter	2	1800	10	5	1	0	20	0	0
2631	unit3 - round up starter	2	1800	10	5	1	0	20	1	0
2634	unit4 - round up starter	2	1800	10	5	1	0	20	0	0
2635	unit5 - round up starter	2	1800	10	5	1	0	20	0	0
2636	unit 6 - round up starter	2	1800	10	5	1	0	20	0	0
2637	Lesson 1. A - An	2	1800	10	5	1	0	20	2	5
2638	Lesson 3. Personal Pronouns	2	1800	10	5	1	0	20	0	0
2639	Unit1_New Round-up 2	2	1800	10	5	1	0	20	0	0
2640	Unit2_Round-up2	2	1800	10	5	1	0	20	0	0
2641	Unit3_Round up 2	2	1800	10	5	1	0	20	0	0
2642	Unit4_Round up 2	2	1800	10	5	1	0	20	0	0
2643	Progress check 1_Round up 2	2	1800	10	5	1	0	20	0	0
2644	Progress check 1_Round up 2	2	1800	10	5	1	0	20	0	0
2645	Explore our word 1_Unit 1_My classroom	2	1800	10	5	1	0	20	1	8
2646	Explore our word 1_Unit 2. My World	2	1800	10	5	1	0	20	1	8.5
2647	Explore our world_Unit 3_My family	2	1800	10	5	1	0	20	1	8
2648	Explore our world_Unit 4_My house	2	1800	10	5	1	0	20	0	0
2649	Explore our world_Unit 5_Cool clothes	2	1800	10	5	1	0	20	0	0
2650	progress check 1 - round up starter	2	1800	10	5	1	0	20	0	0
2651	Progress check 2 - New Round-up Starter	2	1800	10	5	1	0	20	0	0
2652	Progress Check 3 - New Round-up Starter	2	1800	10	5	1	0	12	0	0
2653	Progress Check 3 - New Round-up Starter	2	1800	10	5	1	0	20	0	0
2654	Lesson 2. Plurals	2	1800	10	5	1	0	20	0	0
2655	Lesson 6. There is- there are	2	1800	10	5	1	0	20	0	0
2656	Lesson 7. Possessives	2	1800	10	5	1	0	20	0	0
2657	Lesson 8. Can	2	1800	10	5	1	0	20	0	0
2658	Lesson 9. The Imperative	2	1800	10	5	1	0	20	0	0
2659	"Lesson 10. Have, Have got"	2	1800	10	5	1	0	20	0	0
2660	Unit 5_Round up 2	2	1800	10	5	1	0	20	0	0
2661	Unit 6_Round up 2	2	1800	10	5	1	0	20	0	0
2662	Unit7_Round up 2	2	1800	10	5	1	0	20	0	0
2663	Unit8_Round up 2	2	1800	10	5	1	0	20	0	0
2664	Progress check 3_Round up 2	2	1800	10	5	1	0	20	0	0
2665	Progress check 4_Round up 2	2	1800	10	5	1	0	20	0	0
2666	Explore our world_Unit 6_My toys	2	1800	10	5	1	0	20	0	0
2667	Explore our world_Unit 7_My body	2	1800	10	5	1	0	20	0	0
2668	Explore our world_Unit 8_Good food	2	1800	10	5	1	0	20	0	0
2669	Explore our world_Unit 1-8 Review	2	1800	10	5	1	0	20	0	0
2670	Explore our world 2_Unit 1_Animal friends	2	1800	10	5	1	0	20	1	0
2671	Explore our world 2_Unit 2_Fun in class	2	1800	10	5	1	0	20	0	0
2672	Unit 7. New round up Starter	2	1800	10	5	1	0	20	0	0
2673	Unit 8. New round up Starter	2	1800	10	5	1	0	20	0	0
